name,movie_id
阿郎的故事,1293315
杰出公民,26844922
大地惊雷,3626372
空中监狱,1300618
西北偏北,1295872
天若有情,1297710
云南虫谷,26744597
花田喜事,1416728
天·火,30357885
恐袭波士顿,26357945
遗落战境,3895511
爱情呼叫转移,1927686
白头山,30200087
越光宝盒,3928370
编舟记,11500954
回到未来3,1296666
嫌疑人X的献身,2369845
仙履奇缘,1294461
龙纹身的女孩,4206357
特种部队：眼镜蛇的崛起,2223596
极盗者,25809384
飓风营救2,3606971
五十度飞,26323032
花椒之味,26935296
午夜巴塞罗那,1981242
三个老枪手,26266085
洛城机密,1292348
女间谍,25752261
晚秋,4136036
独立日2：卷土重来,4811813
小武,1291851
星球大战前传2：克隆人的进攻,1297785
人间中毒,25700838
红番区,1296011
异星觉醒,26718838
阮玲玉,1293414
钟无艳,1308111
微爱之渐入佳境,24751757
bilibili晚会二零一九最美的夜,34930755
时时刻刻,1305666
憨豆的黄金周,1829654
潘神的迷宫,1767042
全民超人汉考克,1949312
贝利叶一家,25855951
危楼愚夫,25882861
星球大战外传：侠盗一号,25894431
上帝也疯狂,1297478
天气预爆,26994789
夏日大作战,3908423
一个都不能少,1294963
四月物语,1292371
僵尸肖恩,1308755
警察故事3：超级警察,1296203
算死草,1293607
暴雪将至,26775933
保持沉默,26331839
以女儿之名,26384493
窈窕淑女,1297965
特种部队2：全面反击,4301181
天将雄师,25823833
生死狙击,1947549
哭声,25817534
遗传厄运,27621727
死神来了4,2357708
神奇四侠2015,4014396
公民凯恩,1292288
葫芦兄弟,3062897
叶问外传：张天志,26796664
三少爷的剑,21350556
花火,1302642
生存家族,26815162
海洋天堂,4004731
无声的抵抗,27050130
轻松自由,25880937
狮子王3,1401604
电锯惊魂4,1922273
97家有喜事,1305197
幻影凶间,1793903
电锯惊魂8：竖锯,25788426
第五元素,1293531
闪电狗,1793912
洛丽塔,1296992
007：大战皇家赌场,1418190
怪物史瑞克2,1291582
通缉令,1945336
斯隆女士,26703158
极线杀手,27180599
赛车总动员3：极速挑战,25849480
贱女孩,1309084
机器之血,26729868
罗拉快跑,1292275
国家宝藏,1308848
摘金奇缘,26786642
第一滴血5：最后的血,10546436
丧尸乐园2,4185834
一生一世,25713408
昼颜,26877106
朱诺,2132495
我是路人甲,25746375
大白鲨,1294941
天机·富春山居图,5364905
芬妮的旅程,26710657
全金属外壳,1300055
好家伙,1292268
素人特工,27155276
蓝白红三部曲之红,1292047
青春期猪头少年不做怀梦少女的梦,30329902
率性而活,3033085
菊豆,1299365
拆弹部队,2028645
英雄本色3：夕阳之歌,1293759
气球,30192401
宿醉,3233761
铁道飞虎,26389069
大逃杀,1292444
犯罪都市,26946510
疯狂外星人,10827341
女警,30204142
原钻,27045860
007：幽灵党,11620560
星球大战3：绝地归来,1297151
第一滴血,1294323
致允熙,30488003
战马,4206436
第十二夜,26994997
海吉拉,30242164
四百击,1300056
新少林五祖,1296837
惊天危机,10746175
鬼影特攻：以暴制暴,30163500
沉静如海,1769507
赛末点,1433577
伸冤人2,26356631
痞子英雄之全面开战,4154669
无名女尸,26339213
导盲犬小Q,1316572
夺宝奇兵,1296717
本能,1291869
电锯惊魂6,3075983
海上花,1303451
律政俏佳人,1304854
青木瓜之味,1291553
天降美食,3102668
死神来了5,4724373
那个我最亲爱的陌生人,27177463
守法公民,3009161
黄飞鸿之铁鸡斗蜈蚣,1305201
极速风流,6803494
中南海保镖,1297068
尖峰时刻3,1422106
死亡飞车,2132412
但丁密码,24860318
五十度黑,26323031
真实的谎言,1292553
坠入,1890572
前度,4709904
锦衣卫,3754946
雨果,2028677
我的早更女友,25834473
开心家族,6019180
心房客,26356789
梦圆东方2020东方卫视跨年盛典,34926135
歌剧魅影,1291554
赤道,24987018
健忘村,26717795
哪啊哪啊神去村,24741412
季春奶奶,26307755
控方证人,5294851
加菲猫2,1760104
海盗电台,3007773
修女也疯狂,1301509
海绵宝宝,11808948
守护者联盟,3769423
秋菊打官司,1300108
快餐车,1292867
航海王之黄金城,26598021
灯塔,30143336
那年夏天，宁静的海,1295815
仲夏夜惊魂,30288638
特洛伊,1308751
邻家特工,3179758
换子疑云,2028666
我们仍未知道那天所看见的花的名字 剧场版,11584024
电锯惊魂5,2350904
BJ单身日记2：理性边缘,1308819
诸神之战,2131654
非常完美,3240208
危机13小时,26220717
尼罗河上的惨案,1302100
纳尼亚传奇2：凯斯宾王子,1585236
太平轮(上),3078390
黄金三镖客,1401118
超能查派,6846893
白鹿原,4718369
火柴人,1307542
蝴蝶梦,1293824
所以……和黑粉结婚了,26564988
我们永不言弃,30466885
盗火线,1295686
十万个冷笑话,25805054
情癫大圣,1439890
笑傲江湖,1297304
不见不散,1307014
观音山,4059245
小男孩,10773239
亲切的金子,1412579
极盗车神,25933890
春风沉醉的夜晚,3690289
电锯惊魂7,3878157
暴力街区,3718269
未知死亡,3397503
夜·店,3683409
三毛从军记,2132220
飞鹰计划,1302753
天台爱情,10833924
泰山,1294766
穿越大吉岭,1968438
大兵小将,3279107
灵魂战车2：复仇时刻,3077408
灿烂人生,1291831
偷天换日,1301345
导火线,2044102
逃出克隆岛,1395776
千机变,1307740
危城,26125779
王牌对王牌,1293434
男与女,25835285
邋遢大王奇遇记,11502154
咒怨,1306808
勇士,3217169
行骗天下JP：浪漫篇,30241102
澄沙之味,25905124
南京！南京！,2294568
分裂,26600660
兰戈,2998253
超人归来,1418191
重返地球,6828823
横空出世,1464526
独自等待,1308741
醉乡民谣,6887029
黑镜：圣诞特别篇,25964630
无间道(正序版),4860078
天国王朝,1309071
夜行者,25750969
想爱就爱,5360033
汽车人总动员,26416155
大独裁者,1295646
喋血双雄,1296519
杀手没有假期,2044089
分歧者3：忠诚世界,25794302
空天猎,26753020
下一任：前任,26311974
毕业生,1292271
恋爱通告,4707230
生活多美好,1293749
牧马人,1308038
花与爱丽丝,1308820
一念无明,26704590
武侠,4942776
忌日快乐2,30209818
爸爸去哪儿,25785314
秋天的童话,1301912
露水红颜,25831308
坏孩子的天空,1299062
鬼影,1773217
银魂,26816086
地心历险记2：神秘岛,3606973
人类清除计划,10453723
老爷车,3026357
罪恶之家,25955491
翻滚吧！阿信,5244092
歌舞青春2,1986338
战场上的快乐圣诞,1303535
冒牌上尉,27114240
漂亮女人,1293825
虞美人盛开的山坡,5262338
科洛弗档案,2144242
忠爱无言,26995137
白雪公主与猎人,5327463
银河系漫游指南,1292267
丑女大翻身,2037796
长安道,25747204
全球热恋,5290729
深夜食堂,26868553
影武者,1303067
时光机,33401841
托斯卡纳艳阳下,1307052
魅影缝匠,26809592
厄玛,30294332
太极1：从零开始,5996800
我失去了身体,33415943
大块头有大智慧,1300359
鲛珠传,25857966
乱,1296196
与爱同居之永恒的爱,34951277
疤面煞星,1292065
会计刺客,24325861
最后的巫师猎人,10440076
我在伊朗长大,1962116
警察故事4：简单任务,1296947
公牛历险记,25846857
明日世界,6873042
巨额来电,26985857
8英里,1307853
假结婚,3011102
神秘河,1307748
方世玉续集,1295485
超级学校霸王,1305582
爱,6730004
侠盗联盟,25858758
永不妥协,1293050
大上海,10540066
摩登年代,23856234
看见恶魔,4280770
双瞳,1305046
玩命快递3,3018122
我想和你好好的,20444530
奇迹,4832288
通天塔,1498818
超新约全书,25958704
超级大坏蛋,2303163
布鲁克林,10741220
别告诉她,30390144
恋爱假期,1498831
血肉之躯,6021916
开心鬼,1307371
卡拉是条狗,1308573
地雷区,26591654
憨豆特工2,4767216
秘密动物园,30353076
恋恋风尘,1292330
罪恶之城,1309027
菲利普船长,4116480
间谍之桥,25908051
原谅他77次,26857793
玫瑰人生,1898223
蓝莓之夜,1499148
边境杀手,25881247
赤焰战场,3104794
纳尼亚传奇3：黎明踏浪号,2131291
美女与野兽,10562987
极限挑战之皇家宝藏,26607739
局内人,25862354
比得兔,26649604
遥望南方的童年,3037329
理发师陶德,1820145
木星上行,5154799
特警队,30317706
赛德克·巴莱(上)：太阳旗,10450409
冷山,1307332
不可饶恕,3992381
巨鳄风暴,30210700
只有野兽,34614704
坏家伙们,30249076
跳舞吧！大象,30259043
费城故事,1293145
赌神3之少年赌神,1301381
吹哨人,30198715
非常幸运,6984064
心之全蚀,1297233
卑劣的街头,1827713
王者,26410593
国家宝藏：夺宝秘笈,1607471
顽主,1307690
第六感生死缘,1299769
新宿事件,2209368
丧尸乐园,3259993
此房是我造,26369884
魔发精灵2,26985839
极寒之城,26386034
小Q,30376977
生死时速,1293167
蝙蝠侠,1297970
线人,4133814
雪暴,26899146
地道战,3033864
枪王,1306692
帕特森,26677495
罗斯玛丽的婴儿,1293852
机械战警,3077742
非凡任务,26616690
薄荷糖,1303145
夺宝奇兵3,1293471
看不见的女人,30301264
白发魔女传,1293765
世界之战,1309044
赏金猎人,21941770
一个小忙,27072988
环形使者,3179706
虎胆龙威,1292697
壮志凌云,1293799
无间道风云,1315316
花田喜事2010,3804746
白发魔女传之明月天国,10807916
美国精神病人,1301715
幸运钥匙,26329796
爱玛,30361878
地狱男爵,1308851
女汉子真爱公式,26345736
未来水世界,1294037
捉迷藏,26757373
淘金记,1298817
山村老尸,1305114
放·逐,1790577
硬核亨利,25706773
龙的传人,1306057
大师兄,27201353
花好月圆,1308827
飞鹰艾迪,3072064
牛仔裤的夏天,1309203
我的机器人女友,1978369
星愿,1294927
一条狗的回家路,27193043
猛虫过江,26818314
莫里斯,1293456
红磨坊,1304641
人生遥控器,1474185
夺宝奇兵4,1428051
救国同盟,33475049
亚瑟王：斗兽争霸,25864124
大笑江湖,4323732
楢山节考,1296703
母亲,3036460
笑林小子2：新乌龙院,1308927
教授与疯子,26848640
哥斯拉,1295292
愤怒的黄牛,30181789
契克,26586432
偷心,1308974
咖喱辣椒,1301865
我们,27053945
狗咬狗,1853160
空房间,1308833
热血高校2,3074408
怒火攻心,1849959
六指琴魔,1300265
超时空接触,1295647
初恋这首情歌,25855071
机动部队,1302434
古墓丽影2,1307657
金蝉脱壳2：冥府,26905469
喊山,22992794
快乐的大脚,1760027
热血青春,24839498
普罗米亚,27080656
深夜食堂2,26798437
黑金,1292962
小森林,26877492
少年汉尼拔,1482055
神秘代码,2354729
燕尾蝶,1307793
绝地战警,1296102
四兄弟,1419976
勇敢者的游戏,1294990
二次曝光,6878446
第一滴血2,1300361
霹雳娇娃,1293258
熊出没之过年,21359690
范海辛,1309136
天降美食2,7065417
绝代艳后,1476023
十二怒汉,1293989
大明劫,11627068
女尸谜案,10608242
98古惑仔之龙争虎斗,1308290
黄金兄弟,27069427
闺蜜2,25856453
十二怒汉（电视版）,10583098
不成问题的问题,26657126
非常主播,3550132
女朋友，男朋友,6829652
十三罗汉,1471507
邻居,10508876
全城高考,10759926
蓝精灵,2159331
净化之时,30257608
阿Q正传,1306506
太平轮(下)·彼岸,25956520
通勤营救,7056414
千机变Ⅱ花都大战,1308811
降魔传,22557335
反叛的童谣,27073245
麦兜·当当伴我心,10772258
奸臣,25823840
帝国的毁灭,1309115
弗里达,1291852
绿洲,1299582
超级快递,26651353
炙热,25822430
猜火车2,22263645
杀手：代号47,1937621
将爱情进行到底,4896263
冲出亚马逊,1464563
哆啦A梦：大雄的金银岛,27069070
龙虎门,1478926
孔子,3606975
铜雀台,6796158
企鹅公路,30158971
王牌贱谍：格林斯比,25830732
特殊身份,23126901
K星异客,1306607
荒野大镖客,1302522
超级战舰,3742937
神奇燕尾服,1305183
河童之夏,2982823
赤焰战场2,7916027
新世纪福音战士剧场版：Air/真心为你,1308892
她比烟花寂寞,1293708
女性瘾者：第二部,10792650
特工绍特,2153526
行运一条龙,1299550
掠食城市,4221462
追梦赤子心,1294753
沙漠之花,3430271
昆虫总动员,23048775
我控诉,10745208
Re：从零开始的异世界生活 冰结之绊,27607434
致所有我曾爱过的男孩2,30395081
快手枪手快枪手,26219893
十二夜,1302109
然后我们跳了舞,30394484
鼠来宝4：萌在囧途,25760247
辉夜姬物语,4099231
绝地战警2,1307917
精疲力尽,1353745
午夜凶铃,1307696
阿黛拉的非凡冒险,3628370
枪王之王,4133988
诗,3212965
新精武门1991,1306733
秘果,26650037
在蓝色时分飞翔,30379982
宝贝儿,27039069
外公芳龄38,26415200
为黛西小姐开车,1293204
开心鬼撞鬼,1306712
阿德尔曼夫妇,26951692
宠儿,26628282
三国之见龙卸甲,1947091
黑洞频率,1294183
本命年,1296266
茜茜公主,1304056
与犯罪的战争：坏家伙的全盛时代,5924362
星河战队,1295384
风暴,20388198
花木兰,3264045
不可思异,26277156
巴霍巴利王：开端,25753326
鲨滩,26000205
杜拉拉升职记,3820191
不可饶恕,1293566
国家公敌,1297544
运转手之恋,1296015
明月几时有,26425072
蜂鸟特攻,10487568
龙凤店,4735944
王朝的女人·杨贵妃,5993138
精武门,1294991
金玉满堂,1295374
丁丁历险记,2028669
断头谷,1296078
四个婚礼和一个葬礼,1294950
奥林匹斯的陷落,10743974
浪客剑心,6558801
她,26022182
三枪拍案惊奇,3718447
冰封：重生之门,6973460
偷自行车的人,1295873
少年斯派维的奇异旅行,6985803
杀人者的记忆法,26391916
007：大破量子危机,1946882
我的间谍,30288636
绝世高手,26754831
铁血战士,25917789
封神传奇,25850122
海贼王剧场版Z,10467125
行骗天下JP：运势篇,30476406
我的1919,1316511
猎凶风河谷,26389601
咖啡公社,26340522
精灵鼠小弟2,1306802
悲情城市,1294194
奇爱博士,1322848
走出非洲,1291840
信笺故事,26793852
新扎师妹,1308655
海角七号,3158990
别惹我,10766459
创：战纪,2997134
搞定岳父大人,10831449
国际市场,21937450
训练日,1304898
在云端,3077791
夏洛特的网,1457218
活死人黎明,1309088
香肠派对,4944008
王牌逗王牌,26662192
买凶拍人,1300616
密阳,1853770
一呼一吸,26806528
乌云背后的幸福线,3094909
雷米奇遇记,27046645
建筑学概论,6900092
那家伙的声音,2067450
六弄咖啡馆,26351867
忍者神龟,1418187
爱·回家,1299361
胜者即是正义SP,21332518
火影忍者剧场版：博人传,26282448
蝴蝶君,1293643
虫虫危机,1291573
机械师,1309160
致命黑兰,5028536
黄金罗盘,1585146
太极2：英雄崛起,10573695
将来的事,26215216
一眉道人,1472783
挪威的森林,3168086
的士速递,1294262
海啸奇迹,4832825
青年警察,26892281
近距离恋爱,25853073
速度与激情9,25728006
启示,1450031
天才一族,1306031
奇谋妙计五福星,1293658
美食、祈祷和恋爱,2033822
喜羊羊与灰太狼之虎虎生威,4082101
熊出没之夺宝熊兵,24753811
与君相恋100次,26766760
单身男子,3275168
爱德华大夫,1293973
怪物史瑞克4,2072478
星空,5993185
春夏秋冬又一春,1316580
云的彼端，约定的地方,1381964
老千,1915180
妈妈咪呀,2054024
喜羊羊与灰太狼之牛气冲天,3356338
全职高手之巅峰荣耀,27145041
从天“儿”降,26279120
我们俩,1756073
小城之春,1323746
点球成金,3023164
女孩,30194769
被涂污的鸟,5327156
突袭,6771529
天使与魔鬼,1927369
极品飞车,20257326
边境风云,11501396
简爱,3073073
恐龙当家,6875863
隧道尽头,26661229
恐怖蜡像馆,1309184
传奇,25887846
小鬼当家4,1422925
逆世界,3566266
安娜贝尔,25812885
胜者即是正义 2014SP,26020814
爱丽丝梦游仙境,1310178
瑞士军刀男,26437237
101真狗,1293135
过年好,26698301
新乌龙院之笑闹江湖,26309969
春天的故事,1293632
寻枪,1305224
色即是空,1305279
大追捕,6738735
致命伴旅,4190211
海扁王2,4830478
孤岛惊魂,5364987
猛龙过江,1306870
魁拔Ⅲ战神崛起,24723061
绝密跟踪,20388224
大话王,1295318
第一滴血3,1300399
撞死了一只羊,30283179
密战,26316956
伦敦一家人,5327189
卡特教练,1309017
名侦探柯南：章节ONE 变小的名侦探,26877406
传奇的诞生,3073268
新上海滩,1293142
雄狮,26220650
单身日记：好孕来袭,3868141
白雪公主之魔镜魔镜,5967821
泰山归来：险战丛林,2131669
朱莉与朱莉娅,2996640
荆轲刺秦王,1294693
天空之眼,10484117
黑夜传说,1307527
第一滴血4,1440855
阿修罗,26389331
22英里,26437223
阳台上,27135473
你是凶手,26762744
鼠胆龙威,1295106
巴霍巴利王2：终结,26420932
小门神,25845910
蜡笔小新：呼风唤雨！猛烈！大人帝国的反击,1958667
银行家,30346880
波普先生的企鹅,3602084
海滩游侠,3837666
恐怖分子,1305261
南极大冒险,1477448
为美好的世界献上祝福！红传说,30258072
血色将至,1945780
焦点,20277433
梦想合伙人,26299410
夏目友人帐 第六季 特别篇 铃响的残株,27121232
小熊维尼历险记,1296684
摇摆狂潮,27042467
成长教育,3011093
斯托克,4896894
嫌疑人X的献身,6869412
赌侠1999,1300070
美国派,1295253
天水围的日与夜,3077668
爱神,1309029
战栗空间,1306911
鼠来宝2：明星俱乐部,3071461
诸神之怒,4824515
爸爸去哪儿2,25951736
爱,4798707
丈夫得了抑郁症,5968334
突袭2：暴徒,10535562
惊变28天,1306421
超验骇客,10810745
危险关系,6527269
十全九美,3126196
欢乐喜剧人,26850326
上帝之国,26781703
来了,30140229
京城81号2,26662798
夏天的故事,1302675
寄宿学校,30201003
神战：权力之眼,26662345
夜间飞行,25823035
风雨同路,1302451
幽冥,20514871
英雄本色2018,26827040
虎胆龙威3,1299837
公主与青蛙,1949005
捉迷藏,24839091
最初的梦想,34787747
隐秘的生活,26823502
K歌情人,1937401
名侦探柯南：江户川柯南失踪事件 史上最惨的两天,26087473
天生杀人狂,1292229
钢琴课,1293818
简爱,1422992
法官老爹,10546747
世界末日,1292769
心理游戏,1296384
风语者,1295120
五亿探长雷洛传1：雷老虎,1297248
夜行动物,26353372
你的婚礼,26411377
娑婆诃,27109171
一个好人,1295547
13骇人游戏,2042617
家园防线,11601131
绿茶,1308699
反转人生,25827741
真实,26362764
黑暗侵袭,1437109
魔法保姆麦克菲,1428877
逗鸟外传：萌宝满天飞,26374205
中国城,25890078
救火英雄,20443013
地狱男爵2：黄金军团,1873750
高草丛中,26419635
蓝精灵：寻找神秘村,19899718
小鹿斑比,1295148
八月迷情,1844413
最好的时光,1421809
赌圣2：街头赌圣,1433602
命中注定,25881780
天龙特攻队,2174535
我左眼见到鬼,1299374
宿醉2,3654340
冲上云霄,7003416
寂静人生,10755367
三毛流浪记,1434272
魁拔之十万火急,4812830
一路惊喜,25880244
卧虎藏龙：青冥宝剑,21327512
追捕,26348414
八部半,1361276
无姓之人,2076181
纯真年代,1301465
潘多拉,26169607
异形大战铁血战士,1308769
莫扎特传,1293399
野草莓,1293071
西部往事,1293394
小飞侠彼得潘,1307931
小鸡快跑,1292973
永无止境,3041269
意外,3013580
胜者为王,1298252
间谍同盟,25978126
用心棒,1292515
暗恋桃花源,1299889
闰年,3036464
游戏之夜,26949241
睡梦医生,25932065
神探夏洛克：福至如归,25798411
日落大道,1298733
魔弦传说,26287884
花容月貌,21815004
王的男人,1466394
功夫梦,3074503
女人不坏,3230462
127小时,4164444
马柔本宅秘事,26961821
雪怪大冒险,26944582
怒火攻心2：高压电,3011574
等一个人咖啡,25753166
精英部队2：大敌当前,4304402
圣诞夜惊魂,1297131
怒火救援,1309116
龙在少林,1419904
三人行,26235349
最后的武士,1299383
夺命金,3532614
杀人漫画,24695966
等着你,25890079
人类清除计划2：无政府状态,25775571
鸿门宴传奇,5908477
童年往事,1300572
冒险王,1294114
纯洁心灵·逐梦演艺圈,26322774
斯图尔特：倒带人生,2133337
天使之城,1292212
记忆中的玛妮,25790555
怪物之子,26280710
安娜·卡列尼娜,6110546
日照重庆,4824223
最爱女人购物狂,1464338
妈妈再爱我一次,1432972
昆虫总动员2——来自远方的后援军,26729867
孤独的幸存者,3836070
关于莉莉周的一切,1292219
的士速递2,1302271
蝙蝠侠归来,1294929
光荣之路,1292969
相助,3792848
洛奇,1295742
魁拔之大战元泱界,7051357
僵尸叔叔,1302393
军舰岛,26445216
当男人恋爱时,23712401
时尚先锋香奈儿,2148257
协商,27040853
极限特工2,1309209
乌龙特工,3927749
百变狸猫,1303907
赌侠大战拉斯维加斯,1308129
最美的时候遇见你,11505245
杜拉拉追婚记,26322809
福音战士新剧场版：破,2567646
大都会,1298107
盗梦特攻队,30272143
当哈利遇到莎莉,1291842
新乌龙院2无敌反斗星,1304132
福星高照,1293732
火箭人,6895950
请叫我英雄,25899379
结婚大作战,2054026
玻璃樽,1306541
这就是命,27037539
和声,4861627
站台,1291850
杀戮都市：O,26666177
乐高蝙蝠侠大电影,26145033
摩天楼,5968834
黄飞鸿之四：王者之风,1294011
若能与你共乘海浪之上,30345226
梅兰芳,1891179
坏种,30317630
透明人,1293470
墨攻,1455979
青禾男高,26787124
我要复仇,1304026
和平饭店,1293867
明日的我与昨日的你约会,26707472
全民情敌,1309020
要强的人,34461680
望夫成龙,1298603
共助,26616145
2020年北京卫视春节联欢晚会,34943623
新步步惊心,25945356
自闭历程,3236904
雾中风景,1294252
克莱默夫妇,1300685
唐人街,1293889
处子之山,26304901
舞出我人生,1829230
僵尸家族,1306403
惊声尖笑,1299981
宿醉3,7051900
异星战场,1985677
新咒怨(美版),25851683
双鱼陨石,35055448
虎胆龙威4,1401535
攻壳机动队2：无罪,1291566
杀戮,4913185
浓情巧克力,1301890
柏林,6886518
虎胆龙威5,4312428
那一夜，我给你开过车,34142992
男儿本色,2080133
那夜凌晨，我坐上了旺角开往大埔的红VAN,21354060
虎胆龙威2,1300537
鲁邦三世VS名侦探柯南 剧场版,24298212
羞耻,5360890
关灯后,26684564
边境杀手2：边境战士,26627736
的士速递5,27615564
刺陵,3305722
南海十三郎,1303913
天伦之旅,3041749
暗花,1292450
天上再见,26731376
冰血暴,1292067
初吻2,1292864
异度空间,1303184
苏丹,26728641
解除好友,26281899
中华英雄,1294671
星之彩,30307197
人类清除计划3,26101255
弗兰西丝·哈,11527487
吾栖之肤,2997052
狂蟒之灾,1300830
惊变28周,1758487
玛丽与魔女之花,26935777
第一次,7155083
老鼠爱上猫,1307849
双子神偷,1962508
决战食神,26711487
中国合伙人2,30293828
福音战士新剧场版：序,1968790
依然爱丽丝,25815008
逃狱三王,1292264
父辈的旗帜,1478066
黑夜传说2：进化,1422920
生吃,26653833
奇葩朵朵,26718803
蝙蝠侠：黑暗骑士归来(下),11443810
当怪物来敲门,25872311
逆战,5977836
倒忌时,33381474
地狱男爵：血皇后崛起,24750460
危险的谎言,33404483
黑夜传说4：觉醒,3990098
亲吻亭,26969244
衣橱,30241301
解放·终局营救,30454698
啊，荒野 前篇,26842503
弗兰兹,26616719
人类之子,1478064
蓝精灵2,6870493
巨人捕手杰克,3415993
决战紫禁之巅,1307868
刘若英“陪你”线上演唱会,35044551
十月的天空,1293753
福音战士新剧场版：Q,2567647
我，花样女王,26756049
漫长的告别,30327897
裂缝,3007817
奇迹,1293941
埃及艳后,1292550
东方三侠,1304091
追逐繁星的孩子,4246125
鼠来宝3,4706257
一本漫画闯天涯,1307456
冥界警局,3264229
2020爱奇艺尖叫之夜,34913607
超感猎杀：完结特别篇,27040774
基督圣体,30462527
驱魔人,1293755
父子雄兵,26898747
马达加斯加企鹅：行动,5322572
圣殇,10487226
好好先生,2147854
骗子,26770697
捉迷藏,1308995
阿尔法：狼伴归途,26810318
碧海蓝天,1300960
东京家族,5996409
金氏漂流记,3586725
死亡录像,2255841
失眠症,1307210
完美无瑕,2132290
野孩子,2251924
猫狗大战,1305071
亚当斯一家,1293718
欲望号街车,1293590
边缘日记,1292585
韩公主,25717896
刀锋战士,1298120
白夜行,4822829
一个购物狂的自白,2338058
韩城攻略,1393479
猎神：冬日之战,10791575
伟大的愿望,26329059
厉鬼将映,3529375
天作谜案,27133050
魔法灰姑娘,1304038
洛杉矶之战,3041264
巴黎淘气帮,3157605
金色梦乡,3660428
金矿,7065334
奇门遁甲,1302654
纽约黑帮,1301061
莎翁情史,1300220
致命弯道,1303847
300勇士：帝国崛起,3148089
美国X档案,1293527
欲望都市,2082013
正义的慈悲,26581206
最佳拍档,1306011
麦兜响当当,2277018
天才捕手,5262339
老千2：神之手,10877413
熊出没·变形记,27176717
玩命速递：重启之战,24718797
高山下的花环,1422283
游戏人生 零,26837952
向左走．向右走,1308587
你想活出怎样的人生,26925611
开罗紫玫瑰,1292994
喜福会,1299923
驭风男孩,27176742
锅匠，裁缝，士兵，间谍,3338851
幻影车神：魔盗激情,6558262
冒牌天神2,1867332
地球停转之日,2225321
神偷奶爸4,30170847
利兹与青鸟,27062637
结婚礼服,4230918
极度深寒,1293515
惊天大逆转,26375609
深海浩劫,22266320
雪花秘扇,4135434
小鬼当街,1299952
美国骗局,6873657
波西·杰克逊与神火之盗,3090455
喜马拉亚星,1419416
海贼王剧场版10：强者天下,3915458
小公主,1293993
黄飞鸿'92之龙行天下,1294549
铤而走险,30184555
关云长,4821046
我最好朋友的婚礼,26394441
成事在人,2136824
幸运是我,26351526
极速蜗牛,6070226
蝎子王,1306610
辛亥革命,4896305
夜孔雀,24743728
南汉山城,26800978
全面回忆,3569911
霹雳火,1299502
人兽杂交,2301701
危情十日,1292850
金枝玉叶2,1302054
有希望的男人,6845529
阿基米德大战,30267284
当你熟睡,3731626
龙凤斗,1308838
我知女人心,4845414
与狼共舞,1293764
杀死一只知更鸟,1297991
风中奇缘,1301342
美少年之恋,1306317
证人,3312344
浪客剑心：京都大火篇,24845115
龙兄虎弟,1299858
蝴蝶效应3：启示,3077413
印度暴徒,27019982
元气少女缘结神 新婚篇,26899000
大河恋,1292718
超人,1300916
检察方的罪人,27035334
布鲁克林秘案,1469353
黑夜传说3：狼族崛起,2132941
侠探杰克,3231740
苏乞儿,3736637
白蛇传说,4942778
吸血鬼猎人D,1306982
焦土之城,4935242
猎杀U-571,1293770
电子情书,1293555
小兵张嘎,1461964
贼巢,3143727
怪兽屋,1482107
钱学森,6041200
游侠索罗：星球大战外传,25900947
霹雳娇娃2,1297003
玩命直播,26313740
疯狂的麦克斯,1295670
精武风云·陈真,3792816
夺命公寓,34457952
血滴子,2994851
回忆三部曲,1307897
死无对证,30384019
夜半歌声,1304826
官方机密,26718799
你眼中的世界,10549480
天地大冲撞,1293131
力王,1308912
衣柜里的冒险王,26715965
门锁,27617348
她唇之下,26815983
第12届中国金鹰电视艺术节颁奖典礼,30352998
乡愁,1291556
黄昏双镖客,1295586
沉默的教室,27608785
刀,1401962
霍乱时期的爱情,2002743
安娜贝尔3：回家,30207919
黑暗迷宫,26715845
第39届香港电影金像奖颁奖典礼,33412940
小飞侠,1296538
铁皮鼓,1292207
沦落人,30140231
梁祝,1310159
关于无尽,26884422
夏日福星,1303717
决胜时刻,30481973
硬汉,2222995
新世纪福音战士剧场版：死与新生,1455442
百万英镑,1304374
同心难改,3144512
巴比龙,26636537
鬼打鬼,1422908
琼斯先生,30167512
摇啊摇，摇到外婆桥,1292900
预见未来,1793909
大世界,26954003
家有喜事2009,3244162
剧院魅影：25周年纪念演出,24751811
洞,1424334
雾都孤儿,1418194
我最好朋友的婚礼,1295965
龙珠超：布罗利,27607378
我的P.S.搭档,10491641
云水谣,1949811
刀锋战士2,1306894
坐火车旅行,30334075
摇滚莫扎特,25754522
豪勇七蛟龙,10774184
杀人优越权,26858970
喜羊羊与灰太狼之兔年顶呱呱,5364978
辛普森一家,1851906
日日是好日,27185563
美人计,1300766
灾难艺术家,25944886
独自在夜晚的海边,26718282
水浒传之英雄本色,1297924
蚯蚓,27038968
秦时明月之龙腾万里,6721670
超脑48小时,25944714
通灵神探,3217142
地雷战,1464540
007之黑日危机,1293174
刀剑神域：序列之争,26634179
大事件,1308855
哥哥太爱我了怎么办,26874517
那些女人,26574965
坏蛋必须死,26289126
椿三十郎,1293310
仙境之桥,1860745
科学怪狗,2336783
黑洞表面,1298041
万有引力,4906427
代号47,21350962
风云2,2997155
奔爱,26637534
杀死汝爱,10453731
游园惊梦,1304708
魔发精灵,7065238
江湖,1308850
狼牙,3082452
脱单告急,26661189
